City,City,Crash Type,Latitude,Location Flag,Location,Longitude,Number of Records,Year
VANCOUVER,5,PDO,49.213998,Intersection,GRANVILLE ST & W 63RD AVE,-123.140355,1,2014
VANCOUVER,18,PDO,49.213145,Intersection,GRANVILLE ST & W 64TH AVE,-123.140369,1,2014
VANCOUVER,29,Casualty,49.269482,Intersection,1ST AVE & BOUNDARY RD & E 1ST AVE,-123.023603,1,2013
VANCOUVER,9,Casualty,49.26846,Intersection,2ND AVE & BOUNDARY RD & E 2ND AVE,-123.023565,1,2013
VANCOUVER,4,Casualty,49.278645,Intersection,ABBOTT ST & EXPO BLVD & PAT QUINN WAY,-123.107641,1,2013
VANCOUVER,1,Casualty,49.27971,Intersection,ABBOTT ST & KEEFER PL,-123.107629,1,2013
VANCOUVER,1,Casualty,49.282927,Intersection,ABBOTT ST & W CORDOVA ST,-123.106793,1,2013
VANCOUVER,11,Casualty,49.282001,Intersection,ABBOTT ST & W HASTINGS ST,-123.107193,1,2013
VANCOUVER,4,Casualty,49.281065,Intersection,ABBOTT ST & W PENDER ST,-123.107583,1,2013
VANCOUVER,1,Casualty,49.283892,Intersection,ABBOTT ST & WATER ST,-123.106413,1,2013
VANCOUVER,1,Casualty,49.234744,Intersection,ABERDEEN ST & EUCLID AVE,-123.028142,1,2013
VANCOUVER,6,Casualty,49.232097,Intersection,ABERDEEN ST & KINGSWAY,-123.028143,1,2013
VANCOUVER,1,Casualty,49.277492,Intersection,ADANAC ST & BOUNDARY RD & UNION ST,-123.023519,1,2013
VANCOUVER,3,Casualty,49.277668,Intersection,ADANAC ST & CLARK DR,-123.077246,1,2013
VANCOUVER,2,Casualty,49.27757,Intersection,ADANAC ST & COMMERCIAL DR,-123.070476,1,2013
VANCOUVER,1,Casualty,49.27743,Intersection,ADANAC ST & E HASTINGS ST OFFRAMP & E HASTINGS ST ONRAMP & TRANS-CANADA HWY,-123.031543,1,2013
VANCOUVER,2,Casualty,49.277638,Intersection,ADANAC ST & MCLEAN DR,-123.074142,1,2013
VANCOUVER,5,Casualty,49.277469,Intersection,ADANAC ST & NANAIMO ST,-123.056561,1,2013
VANCOUVER,1,Casualty,49.277464,Intersection,ADANAC ST & RENFREW ST,-123.044105,1,2013
VANCOUVER,1,Casualty,49.277458,Intersection,ADANAC ST & SLOCAN ST,-123.049345,1,2013
VANCOUVER,1,Casualty,49.277522,Intersection,ADANAC ST & VICTORIA DR,-123.065605,1,2013
VANCOUVER,2,Casualty,49.208572,Intersection,ADERA ST & SW MARINE DR,-123.143732,1,2013
VANCOUVER,1,Casualty,49.221747,Intersection,ADERA ST & W 54TH AVE,-123.143758,1,2013
VANCOUVER,1,Casualty,49.219424,Intersection,ADERA ST & W 57TH AVE,-123.143806,1,2013
VANCOUVER,2,Casualty,49.213202,Intersection,ADERA ST & W 64TH AVE,-123.143544,1,2013
VANCOUVER,1,Casualty,49.207762,Intersection,AISNE ST & SW MARINE DR,-123.122797,1,2013
VANCOUVER,1,Casualty,49.250062,Intersection,ALAMEIN AVE & MACDONALD ST,-123.167831,1,2013
VANCOUVER,4,Casualty,49.291162,Intersection,ALBERNI ST & BIDWELL ST,-123.132808,1,2013
VANCOUVER,4,Casualty,49.288594,Intersection,ALBERNI ST & BROUGHTON ST,-123.128861,1,2013
VANCOUVER,6,Casualty,49.284014,Intersection,ALBERNI ST & BURRARD ST,-123.121665,1,2013
VANCOUVER,2,Casualty,49.286748,Intersection,ALBERNI ST & BUTE ST,-123.12592,1,2013
VANCOUVER,3,Casualty,49.290144,Intersection,ALBERNI ST & CARDERO ST,-123.131232,1,2013
VANCOUVER,8,Casualty,49.292192,Intersection,ALBERNI ST & DENMAN ST,-123.134398,1,2013
VANCOUVER,6,Casualty,49.287728,Intersection,ALBERNI ST & JERVIS ST,-123.127469,1,2013
VANCOUVER,3,Casualty,49.289362,Intersection,ALBERNI ST & NICOLA ST,-123.130033,1,2013
VANCOUVER,2,Casualty,49.28535,Intersection,ALBERNI ST & THURLOW ST,-123.123706,1,2013
VANCOUVER,3,Casualty,49.282048,Intersection,ALBERT ST & BOUNDARY RD & FRANKLIN ST,-123.023492,1,2013
VANCOUVER,1,Casualty,49.262175,Intersection,ALBERTA ST & W 10TH AVE,-123.111006,1,2013
VANCOUVER,6,Casualty,49.260362,Intersection,ALBERTA ST & W 12TH AVE,-123.111036,1,2013
VANCOUVER,1,Casualty,49.268643,Intersection,ALBERTA ST & W 2ND AVE,-123.110719,1,2013
VANCOUVER,1,Casualty,49.233488,Intersection,ALBERTA ST & W 41ST AVE,-123.11345,1,2013
VANCOUVER,5,Casualty,49.225952,Intersection,ALBERTA ST & W 49TH AVE,-123.112951,1,2013
VANCOUVER,1,Casualty,49.263145,Intersection,ALBERTA ST & W BROADWAY,-123.110952,1,2013
VANCOUVER,2,Casualty,49.261592,Intersection,ALDER ST & W 11TH AVE,-123.131448,1,2013
VANCOUVER,3,Casualty,49.260681,Intersection,ALDER ST & W 12TH AVE,-123.131481,1,2013
VANCOUVER,1,Casualty,49.258796,Intersection,ALDER ST & W 14TH AVE,-123.131553,1,2013
VANCOUVER,3,Casualty,49.266081,Intersection,ALDER ST & W 6TH AVE,-123.131241,1,2013
VANCOUVER,4,Casualty,49.263484,Intersection,ALDER ST & W BROADWAY,-123.131367,1,2013
VANCOUVER,1,Casualty,49.284067,Intersection,ALEXANDER ST & GORE AVE,-123.097836,1,2013
VANCOUVER,1,Casualty,49.284104,Intersection,ALEXANDER ST & MAIN ST,-123.099491,1,2013
VANCOUVER,1,Casualty,49.283368,Intersection,ALEXANDER ST & POWELL ST & WATER ST,-123.104002,1,2013
VANCOUVER,1,Casualty,49.283944,Intersection,ALEXANDER ST & PRINCESS AVE & RAILWAY ST,-123.091363,1,2013
VANCOUVER,2,Casualty,49.272274,Intersection,ALMA ST & POINT GREY RD,-123.185573,1,2013
VANCOUVER,8,Casualty,49.263481,Intersection,ALMA ST & W 10TH AVE,-123.185898,1,2013
VANCOUVER,1,Casualty,49.261668,Intersection,ALMA ST & W 12TH AVE,-123.185915,1,2013
VANCOUVER,4,Casualty,49.257937,Intersection,ALMA ST & W 16TH AVE,-123.186093,1,2013
VANCOUVER,2,Casualty,49.269525,Intersection,ALMA ST & W 3RD AVE,-123.185669,1,2013
VANCOUVER,2,Casualty,49.234783,Intersection,ALMA ST & W 41ST AVE,-123.186817,1,2013
VANCOUVER,7,Casualty,49.268607,Intersection,ALMA ST & W 4TH AVE,-123.185686,1,2013
VANCOUVER,1,Casualty,49.267752,Intersection,ALMA ST & W 5TH AVE,-123.185727,1,2013
VANCOUVER,4,Casualty,49.26437,Intersection,ALMA ST & W BROADWAY,-123.185879,1,2013
VANCOUVER,1,Casualty,49.212421,Intersection,ANCASTER CRES & ELLIOTT ST,-123.055121,1,2013
VANCOUVER,1,Casualty,49.270629,Intersection,ANDERSON ST & CARTWRIGHT ST & DURANLEAU ST,-123.136053,1,2013
VANCOUVER,4,Casualty,49.26819,Intersection,ANDERSON ST & GRANVILLE ST BRIDGE & W 4TH AVE,-123.138372,1,2013
VANCOUVER,1,Casualty,49.269394,Intersection,ANDERSON ST & LAMEYS MILL RD,-123.13775,1,2013
VANCOUVER,1,Casualty,49.268775,Intersection,ANDERSON ST & W 3RD AVE,-123.138191,1,2013
VANCOUVER,5,Casualty,49.254557,Intersection,ANGUS DR & GRANVILLE ST,-123.138912,1,2013
VANCOUVER,1,Casualty,49.251551,Intersection,ANGUS DR & MATTHEWS AVE,-123.145544,1,2013
VANCOUVER,9,Casualty,49.209472,Intersection,ANGUS DR & SW MARINE DR,-123.148711,1,2013
VANCOUVER,1,Casualty,49.245534,Intersection,ANGUS DR & W 29TH AVE,-123.14548,1,2013
VANCOUVER,1,Casualty,49.241989,Intersection,ANGUS DR & W 33RD AVE,-123.145512,1,2013
VANCOUVER,1,Casualty,49.23446,Intersection,ANGUS DR & W 41ST AVE,-123.147668,1,2013
VANCOUVER,1,Casualty,49.227069,Intersection,ANGUS DR & W 49TH AVE,-123.147944,1,2013
VANCOUVER,1,Casualty,49.213274,Intersection,ANGUS DR & W 64TH AVE,-123.148478,1,2013
VANCOUVER,1,Casualty,49.249577,Intersection,ANGUS DR & W KING EDWARD AVE,-123.146099,1,2013
VANCOUVER,1,Casualty,49.252306,Intersection,ANZIO DR & E 20TH AVE & RUPERT ST,-123.03381,1,2013
VANCOUVER,1,Casualty,49.250625,Intersection,ANZIO DR & E 22ND AVE & SKEENA ST,-123.028522,1,2013
VANCOUVER,3,Casualty,49.272549,Intersection,ARBUTUS ST & CORNWALL AVE,-123.152601,1,2013
VANCOUVER,4,Casualty,49.247634,Intersection,ARBUTUS ST & NANTON AVE,-123.153242,1,2013
VANCOUVER,1,Casualty,49.215393,Intersection,ARBUTUS ST & SW MARINE DR,-123.154676,1,2013
VANCOUVER,2,Casualty,49.245181,Intersection,ARBUTUS ST & VALLEY DR,-123.153329,1,2013
VANCOUVER,1,Casualty,49.262861,Intersection,ARBUTUS ST & W 10TH AVE,-123.152973,1,2013
VANCOUVER,5,Casualty,49.261003,Intersection,ARBUTUS ST & W 12TH AVE,-123.15306,1,2013
VANCOUVER,1,Casualty,49.260049,Intersection,ARBUTUS ST & W 13TH AVE,-123.153096,1,2013
VANCOUVER,1,Casualty,49.258215,Intersection,ARBUTUS ST & W 15TH AVE,-123.153076,1,2013
VANCOUVER,11,Casualty,49.257292,Intersection,ARBUTUS ST & W 16TH AVE,-123.152892,1,2013
VANCOUVER,2,Casualty,49.270783,Intersection,ARBUTUS ST & W 1ST AVE,-123.152669,1,2013
VANCOUVER,1,Casualty,49.25349,Intersection,ARBUTUS ST & W 21ST AVE,-123.153016,1,2013
VANCOUVER,2,Casualty,49.252591,Intersection,ARBUTUS ST & W 22ND AVE,-123.153032,1,2013
VANCOUVER,1,Casualty,49.243025,Intersection,ARBUTUS ST & W 32ND AVE,-123.153441,1,2013
VANCOUVER,11,Casualty,49.242116,Intersection,ARBUTUS ST & W 33RD AVE,-123.153482,1,2013
VANCOUVER,2,Casualty,49.238291,Intersection,ARBUTUS ST & W 37TH AVE & WEST BLVD,-123.155447,1,2013
VANCOUVER,1,Casualty,49.269023,Intersection,ARBUTUS ST & W 3RD AVE,-123.152738,1,2013
VANCOUVER,2,Casualty,49.227157,Intersection,ARBUTUS ST & W 49TH AVE & WEST BLVD,-123.155104,1,2013
VANCOUVER,4,Casualty,49.268116,Intersection,ARBUTUS ST & W 4TH AVE,-123.152773,1,2013
VANCOUVER,3,Casualty,49.219571,Intersection,ARBUTUS ST & W 57TH AVE,-123.154515,1,2013
VANCOUVER,2,Casualty,49.265582,Intersection,ARBUTUS ST & W 7TH AVE,-123.152874,1,2013
VANCOUVER,1,Casualty,49.264761,Intersection,ARBUTUS ST & W 8TH AVE,-123.152883,1,2013
VANCOUVER,11,Casualty,49.263821,Intersection,ARBUTUS ST & W BROADWAY,-123.152938,1,2013
VANCOUVER,9,Casualty,49.251529,Intersection,ARBUTUS ST & W KING EDWARD AVE,-123.15308,1,2013
VANCOUVER,1,Casualty,49.271649,Intersection,ARBUTUS ST & YORK AVE,-123.152636,1,2013
VANCOUVER,2,Casualty,49.235784,Intersection,ARCHIMEDES ST & JOYCE ST,-123.034236,1,2013
VANCOUVER,6,Casualty,49.218078,Intersection,ARGYLE DR & ARGYLE ST & E 57TH AVE,-123.071011,1,2013
VANCOUVER,1,Casualty,49.218925,Intersection,ARGYLE DR & BRAEBURN ST,-123.069695,1,2013
VANCOUVER,11,Casualty,49.220267,Intersection,ARGYLE DR & E 54TH AVE & VICTORIA DR,-123.06587,1,2013
VANCOUVER,2,Casualty,49.240133,Intersection,ARGYLE ST & E 33RD AVE,-123.071061,1,2013
VANCOUVER,2,Casualty,49.232629,Intersection,ARGYLE ST & E 41ST AVE,-123.071514,1,2013
VANCOUVER,3,Casualty,49.225219,Intersection,ARGYLE ST & E 49TH AVE,-123.071761,1,2013
VANCOUVER,1,Casualty,49.218994,Intersection,ARGYLE ST & E 56TH AVE,-123.072037,1,2013
VANCOUVER,4,Casualty,49.218092,Intersection,ARGYLE ST & E 57TH AVE,-123.07202,1,2013
VANCOUVER,2,Casualty,49.214577,Intersection,ARGYLE ST & E 61ST AVE,-123.072028,1,2013
VANCOUVER,1,Casualty,49.211963,Intersection,ARGYLE ST & E 64TH AVE,-123.072046,1,2013
VANCOUVER,19,Casualty,49.211037,Intersection,ARGYLE ST & SE MARINE DR,-123.072075,1,2013
VANCOUVER,2,Casualty,49.223251,Intersection,ARLINGTON ST & E 49TH AVE & UNNAMED LANE,-123.02816,1,2013
VANCOUVER,10,Casualty,49.209373,Intersection,ASH ST & SW MARINE DR,-123.118961,1,2013
VANCOUVER,5,Casualty,49.260441,Intersection,ASH ST & W 12TH AVE,-123.117629,1,2013
VANCOUVER,3,Casualty,49.256945,Intersection,ASH ST & W 16TH AVE,-123.118128,1,2013
VANCOUVER,1,Casualty,49.256069,Intersection,ASH ST & W 17TH AVE,-123.118159,1,2013
VANCOUVER,1,Casualty,49.251551,Intersection,ASH ST & W 22ND AVE,-123.118321,1,2013
VANCOUVER,6,Casualty,49.265885,Intersection,ASH ST & W 2ND AVE & W 6TH AVE,-123.117416,1,2013
VANCOUVER,1,Casualty,49.23366,Intersection,ASH ST & W 41ST AVE,-123.117864,1,2013
VANCOUVER,2,Casualty,49.212378,Intersection,ASH ST & W 64TH AVE,-123.120197,1,2013
VANCOUVER,1,Casualty,49.209327,Intersection,ASH ST & W 69TH AVE,-123.120362,1,2013
VANCOUVER,1,Casualty,49.265013,Intersection,ASH ST & W 7TH AVE,-123.117445,1,2013
VANCOUVER,4,Casualty,49.26325,Intersection,ASH ST & W BROADWAY,-123.11752,1,2013
VANCOUVER,1,Casualty,49.249035,Intersection,ASH ST & W KING EDWARD AVE,-123.118414,1,2013
VANCOUVER,1,Casualty,49.234228,Intersection,ATHLONE ST & W 41ST AVE,-123.13639,1,2013
VANCOUVER,1,Casualty,49.208005,Intersection,AVERY AVE & SW MARINE DR,-123.142192,1,2013
VANCOUVER,8,Casualty,49.22908,Intersection,BALACLAVA ST & SW MARINE DR,-123.175831,1,2013
VANCOUVER,5,Casualty,49.263301,Intersection,BALACLAVA ST & W 10TH AVE,-123.174022,1,2013
VANCOUVER,1,Casualty,49.261475,Intersection,BALACLAVA ST & W 12TH AVE,-123.174055,1,2013
VANCOUVER,1,Casualty,49.257835,Intersection,BALACLAVA ST & W 16TH AVE,-123.174222,1,2013
VANCOUVER,1,Casualty,49.234751,Intersection,BALACLAVA ST & W 41ST AVE,-123.176728,1,2013
VANCOUVER,3,Casualty,49.264173,Intersection,BALACLAVA ST & W BROADWAY,-123.173993,1,2013
VANCOUVER,1,Casualty,49.250018,Intersection,BALACLAVA ST & W KING EDWARD AVE,-123.175677,1,2013
VANCOUVER,5,Casualty,49.251905,Intersection,BALFOUR AVE & GRANVILLE ST,-123.139024,1,2013
VANCOUVER,3,Casualty,49.251719,Intersection,BALFOUR AVE & OAK ST & W 22ND AVE,-123.127448,1,2013
VANCOUVER,1,Casualty,49.251971,Intersection,BALFOUR AVE & OSLER ST,-123.129868,1,2013
VANCOUVER,1,Casualty,49.227245,Intersection,BALSAM PL & W 49TH AVE,-123.161965,1,2013
VANCOUVER,2,Casualty,49.272657,Intersection,BALSAM ST & CORNWALL AVE,-123.159694,1,2013
VANCOUVER,1,Casualty,49.262984,Intersection,BALSAM ST & W 10TH AVE,-123.160043,1,2013
VANCOUVER,1,Casualty,49.261149,Intersection,BALSAM ST & W 12TH AVE,-123.160145,1,2013
VANCOUVER,1,Casualty,49.270898,Intersection,BALSAM ST & W 1ST AVE,-123.159758,1,2013
VANCOUVER,3,Casualty,49.234676,Intersection,BALSAM ST & W 41ST AVE,-123.161343,1,2013
VANCOUVER,1,Casualty,49.230953,Intersection,BALSAM ST & W 45TH AVE,-123.161491,1,2013
VANCOUVER,6,Casualty,49.26825,Intersection,BALSAM ST & W 4TH AVE,-123.159845,1,2013
VANCOUVER,1,Casualty,49.286515,Intersection,BARCLAY ST & BROUGHTON ST,-123.132055,1,2013
VANCOUVER,2,Casualty,49.28188,Intersection,BARCLAY ST & BURRARD ST,-123.124968,1,2013
VANCOUVER,5,Casualty,49.29007,Intersection,BARCLAY ST & DENMAN ST,-123.137549,1,2013
VANCOUVER,2,Casualty,49.283217,Intersection,BARCLAY ST & THURLOW ST,-123.126936,1,2013
VANCOUVER,2,Casualty,49.208582,Intersection,BARNARD ST & SW MARINE DR,-123.145162,1,2013
VANCOUVER,1,Casualty,49.229231,Intersection,BATTISON ST & E 45TH AVE,-123.030504,1,2013
VANCOUVER,1,Casualty,49.291418,Intersection,BAYSHORE DR & CARDERO ST,-123.129298,1,2013
VANCOUVER,1,Casualty,49.268422,Intersection,BAYSWATER ST & W 4TH AVE,-123.171072,1,2013
VANCOUVER,2,Casualty,49.264126,Intersection,BAYSWATER ST & W BROADWAY,-123.171241,1,2013
VANCOUVER,1,Casualty,49.284569,Intersection,BEACH AVE & BIDWELL ST,-123.142724,1,2013
VANCOUVER,4,Casualty,49.276354,Intersection,BEACH AVE & BURRARD ST BRIDGE,-123.134181,1,2013
VANCOUVER,2,Casualty,49.286912,Intersection,BEACH AVE & DENMAN ST,-123.142346,1,2013
VANCOUVER,2,Casualty,49.274759,Intersection,BEACH AVE & HOWE ST,-123.131816,1,2013
VANCOUVER,1,Casualty,49.280513,Intersection,BEACH AVE & JERVIS ST,-123.138363,1,2013
VANCOUVER,1,Casualty,49.288203,Intersection,BEACH AVE & MORTON AVE,-123.142413,1,2013
VANCOUVER,1,Casualty,49.290689,Intersection,BEACH AVE & PARK LANE & STANLEY PARK DR,-123.146495,1,2013
VANCOUVER,1,Casualty,49.250296,Intersection,BEATRICE ST & E 22ND AVE,-123.066945,1,2013
VANCOUVER,3,Casualty,49.245786,Intersection,BEATRICE ST & KINGSWAY,-123.066531,1,2013
VANCOUVER,3,Casualty,49.210264,Intersection,BEATRICE ST & SE MARINE DR,-123.06779,1,2013
VANCOUVER,2,Casualty,49.275512,Intersection,BEATTY ST & BEATTY WALK & CAMBIE ST BRIDGE & NELSON ST,-123.117146,1,2013
VANCOUVER,5,Casualty,49.279839,Intersection,BEATTY ST & DUNSMUIR ST & DUNSMUIR VIADUCT,-123.110537,1,2013
VANCOUVER,1,Casualty,49.277588,Intersection,BEATTY ST & ROBSON ST,-123.113963,1,2013
VANCOUVER,5,Casualty,49.276538,Intersection,BEATTY ST & SMITHE ST,-123.115575,1,2013
VANCOUVER,3,Casualty,49.27871,Intersection,BEATTY ST & W GEORGIA ST,-123.112254,1,2013
VANCOUVER,1,Casualty,49.28122,Intersection,BEATTY ST & W PENDER ST,-123.108458,1,2013
VANCOUVER,4,Casualty,49.270661,Intersection,BEGG ST & TERMINAL AVE,-123.087451,1,2013
VANCOUVER,2,Casualty,49.273585,Intersection,BELMONT AVE & NW MARINE DR,-123.205692,1,2013
VANCOUVER,5,Casualty,49.258131,Intersection,BENTALL ST & GRANDVIEW HWY,-123.031992,1,2013
VANCOUVER,1,Casualty,49.224891,Intersection,BERKELEY ST & E 49TH AVE,-123.057671,1,2013
VANCOUVER,1,Casualty,49.220196,Intersection,BERKELEY ST & E 54TH AVE,-123.057894,1,2013
VANCOUVER,1,Casualty,49.286241,Intersection,BIDWELL ST & DAVIE ST,-123.140236,1,2013
VANCOUVER,4,Casualty,49.290467,Intersection,BIDWELL ST & ROBSON ST,-123.133879,1,2013
VANCOUVER,5,Casualty,49.291606,Intersection,BIDWELL ST & W GEORGIA ST,-123.132114,1,2013
VANCOUVER,2,Casualty,49.262555,Intersection,BIRCH ST & W 10TH AVE,-123.133753,1,2013
VANCOUVER,2,Casualty,49.260718,Intersection,BIRCH ST & W 12TH AVE,-123.133828,1,2013
VANCOUVER,1,Casualty,49.266184,Intersection,BIRCH ST & W 4TH AVE & W 6TH AVE,-123.133618,1,2013
VANCOUVER,1,Casualty,49.265268,Intersection,BIRCH ST & W 7TH AVE,-123.13366,1,2013
VANCOUVER,2,Casualty,49.263519,Intersection,BIRCH ST & W BROADWAY,-123.13372,1,2013
VANCOUVER,4,Casualty,49.263927,Intersection,BLANCA ST & UNIVERSITY BLVD & W 10TH AVE,-123.215243,1,2013
VANCOUVER,3,Casualty,49.258414,Intersection,BLANCA ST & W 16TH AVE,-123.215391,1,2013
VANCOUVER,1,Casualty,49.26911,Intersection,BLANCA ST & W 4TH AVE,-123.214998,1,2013
VANCOUVER,6,Casualty,49.23012,Intersection,BLENHEIM ST & SW MARINE DR,-123.178705,1,2013
VANCOUVER,2,Casualty,49.26336,Intersection,BLENHEIM ST & W 10TH AVE,-123.177838,1,2013
VANCOUVER,2,Casualty,49.261529,Intersection,BLENHEIM ST & W 12TH AVE,-123.177919,1,2013
VANCOUVER,3,Casualty,49.254644,Intersection,BLENHEIM ST & W 20TH AVE,-123.178549,1,2013
VANCOUVER,1,Casualty,49.253732,Intersection,BLENHEIM ST & W 21ST AVE,-123.178558,1,2013
VANCOUVER,1,Casualty,49.248033,Intersection,BLENHEIM ST & W 27TH AVE,-123.178608,1,2013
VANCOUVER,1,Casualty,49.243293,Intersection,BLENHEIM ST & W 32ND AVE,-123.178667,1,2013
VANCOUVER,1,Casualty,49.242358,Intersection,BLENHEIM ST & W 33RD AVE,-123.178645,1,2013
VANCOUVER,1,Casualty,49.238564,Intersection,BLENHEIM ST & W 37TH AVE,-123.178659,1,2013
VANCOUVER,1,Casualty,49.236518,Intersection,BLENHEIM ST & W 39TH AVE,-123.178693,1,2013
VANCOUVER,1,Casualty,49.23476,Intersection,BLENHEIM ST & W 41ST AVE,-123.178714,1,2013
VANCOUVER,3,Casualty,49.264235,Intersection,BLENHEIM ST & W BROADWAY,-123.177798,1,2013
VANCOUVER,1,Casualty,49.214598,Intersection,BORDEN ST & E 61ST AVE,-123.074037,1,2013
VANCOUVER,1,Casualty,49.209516,Intersection,BORDEN ST & E KENT AVE N,-123.074018,1,2013
VANCOUVER,3,Casualty,49.211071,Intersection,BORDEN ST & SE MARINE DR,-123.074013,1,2013
VANCOUVER,1,Casualty,49.265326,Intersection,BOUNDARY LOOP & LOUGHEED HWY,-123.024926,1,2013
VANCOUVER,6,Casualty,49.261007,Intersection,BOUNDARY LOOP OVERPASS & BOUNDARY RD & BOUNDARY RD OFFRAMP & BOUNDARY RD ONRAMP & BOUNDARY RD OVERPASS & TRANS-CANADA HWY,-123.023626,1,2013
VANCOUVER,7,Casualty,49.236988,Intersection,BOUNDARY RD & BURKE ST,-123.023503,1,2013
VANCOUVER,41,Casualty,49.255426,Intersection,BOUNDARY RD & CANADA WAY & SCHOU ST,-123.023657,1,2013
VANCOUVER,2,Casualty,49.27312,Intersection,BOUNDARY RD & CHARLES ST,-123.023505,1,2013
VANCOUVER,3,Casualty,49.256427,Intersection,BOUNDARY RD & DOMINION ST,-123.023649,1,2013
VANCOUVER,3,Casualty,49.27643,Intersection,BOUNDARY RD & DOUGLAS RD,-123.023522,1,2013
VANCOUVER,2,Casualty,49.284744,Intersection,BOUNDARY RD & DUNDAS ST & N BOUNDARY RD,-123.023452,1,2013
VANCOUVER,3,Casualty,49.260096,Intersection,BOUNDARY RD & E 11TH AVE,-123.023654,1,2013
VANCOUVER,6,Casualty,49.254202,Intersection,BOUNDARY RD & E 18TH AVE & LAUREL ST,-123.023656,1,2013
VANCOUVER,6,Casualty,49.250655,Intersection,BOUNDARY RD & E 22ND AVE & ELMWOOD ST,-123.023652,1,2013
VANCOUVER,2,Casualty,49.247912,Intersection,BOUNDARY RD & E 25TH AVE & FOREST ST,-123.023676,1,2013
VANCOUVER,2,Casualty,49.24618,Intersection,BOUNDARY RD & E 27TH AVE,-123.023687,1,2013
VANCOUVER,6,Casualty,49.245123,Intersection,BOUNDARY RD & E 29TH AVE,-123.02379,1,2013
VANCOUVER,5,Casualty,49.229234,Intersection,BOUNDARY RD & E 45TH AVE,-123.023512,1,2013
VANCOUVER,2,Casualty,49.228093,Intersection,BOUNDARY RD & E 46TH AVE,-123.023509,1,2013
VANCOUVER,1,Casualty,49.226376,Intersection,BOUNDARY RD & E 47TH AVE,-123.023523,1,2013
VANCOUVER,1,Casualty,49.225198,Intersection,BOUNDARY RD & E 48TH AVE,-123.023479,1,2013
VANCOUVER,26,Casualty,49.221948,Intersection,BOUNDARY RD & E 49TH AVE & IMPERIAL ST,-123.023697,1,2013
VANCOUVER,2,Casualty,49.266627,Intersection,BOUNDARY RD & E 4TH AVE,-123.023572,1,2013
VANCOUVER,2,Casualty,49.278358,Intersection,BOUNDARY RD & E GEORGIA ST & GEORGIA ST,-123.023528,1,2013
VANCOUVER,19,Casualty,49.281139,Intersection,BOUNDARY RD & E HASTINGS ST & HASTINGS ST,-123.023506,1,2013
VANCOUVER,1,Casualty,49.204288,Intersection,BOUNDARY RD & E KENT AVE N,-123.023425,1,2013
VANCOUVER,9,Casualty,49.280231,Intersection,BOUNDARY RD & E PENDER ST & PENDER ST,-123.023511,1,2013
VANCOUVER,44,Casualty,49.258209,Intersection,BOUNDARY RD & GRANDVIEW HWY,-123.023636,1,2013
VANCOUVER,4,Casualty,49.271201,Intersection,BOUNDARY RD & GRANT ST,-123.023561,1,2013
VANCOUVER,4,Casualty,49.270289,Intersection,BOUNDARY RD & GRAVELEY ST,-123.023569,1,2013
VANCOUVER,4,Casualty,49.248831,Intersection,BOUNDARY RD & KINCAID ST,-123.023664,1,2013
VANCOUVER,41,Casualty,49.232291,Intersection,BOUNDARY RD & KINGSWAY,-123.023538,1,2013
VANCOUVER,4,Casualty,49.272115,Intersection,BOUNDARY RD & KITCHENER ST,-123.023549,1,2013
VANCOUVER,27,Casualty,49.26558,Intersection,BOUNDARY RD & LOUGHEED HWY,-123.023589,1,2013
VANCOUVER,13,Casualty,49.208172,Intersection,BOUNDARY RD & MARINE DR & SE MARINE DR,-123.023604,1,2013
VANCOUVER,12,Casualty,49.205426,Intersection,BOUNDARY RD & MARINE WAY & TURNING LANE,-123.023441,1,2013
VANCOUVER,6,Casualty,49.242547,Intersection,BOUNDARY RD & MOSCROP ST,-123.023688,1,2013
VANCOUVER,9,Casualty,49.242984,Intersection,BOUNDARY RD & MOSCROP ST,-123.023627,1,2013
VANCOUVER,1,Casualty,49.261543,Intersection,BOUNDARY RD & MYRTLE ST,-123.023613,1,2013
VANCOUVER,3,Casualty,49.274875,Intersection,BOUNDARY RD & NAPIER ST,-123.023534,1,2013
VANCOUVER,11,Casualty,49.2515,Intersection,BOUNDARY RD & NITHSDALE ST & NORMANDY DR,-123.023656,1,2013
VANCOUVER,1,Casualty,49.282955,Intersection,BOUNDARY RD & PANDORA ST,-123.02347,1,2013
VANCOUVER,5,Casualty,49.275759,Intersection,BOUNDARY RD & PARKER ST,-123.023534,1,2013
VANCOUVER,5,Casualty,49.214803,Intersection,BOUNDARY RD & RUMBLE AVE & RUMBLE ST,-123.023636,1,2013
VANCOUVER,11,Casualty,49.234918,Intersection,BOUNDARY RD & VANNESS AVE,-123.023635,1,2013
VANCOUVER,1,Casualty,49.23776,Intersection,BOUNDARY RD & WELLINGTON AVE,-123.023496,1,2013
VANCOUVER,2,Casualty,49.274011,Intersection,BOUNDARY RD & WILLIAM ST,-123.023539,1,2013
VANCOUVER,5,Casualty,49.250627,Intersection,BOYD DIVERS & E 22ND AVE & RENFREW ST,-123.044181,1,2013
VANCOUVER,1,Casualty,49.249183,Intersection,BOYD DIVERS & NOOTKA ST,-123.04178,1,2013
VANCOUVER,2,Casualty,49.248551,Intersection,BRAKENRIDGE ST & W KING EDWARD AVE,-123.162429,1,2013
